Layer1,Layer2,Layer3
blaOXA-244,ST448,USA
blaOXA-484,ST448,USA
blaOXA-484,ST448,USA
blaOXA-181,Other STs,Qatar
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Lebanon
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,Singapore
blaOXA-48,Other STs,Others
blaOXA-181,Other STs,USA
blaOXA-244,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Norway
blaOXA-181,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Singapore
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Canada
blaOXA-181,Other STs,Norway
blaOXA-181,Other STs,Lebanon
blaOXA-48,Other STs,United Kingdom
blaOXA-245,Other STs,Spain
blaOXA-245,Other STs,Spain
blaOXA-244,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-244,Other STs,Others
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-232,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-484,Other STs,USA
blaOXA-48,Other STs,Slovenia
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,United Kingdom
blaOXA-244,ST617,Norway
blaOXA-244,ST617,Others
blaOXA-181,ST617,India
blaOXA-232,ST617,Germany
blaOXA-232,ST617,India
blaOXA-181,ST617,Singapore
blaOXA-48,ST617,Canada
blaOXA-244,ST617,Canada
blaOXA-181,ST617,Canada
blaOXA-181,ST617,Canada
blaOXA-181,ST617,USA
blaOXA-181,ST617,India
blaOXA-181,ST617,USA
blaOXA-181,ST617,Singapore
blaOXA-181,ST617,Singapore
blaOXA-181,ST617,India
blaOXA-181,ST617,India
blaOXA-181,ST617,India
blaOXA-48,ST617,Germany
blaOXA-484,ST617,Germany
blaOXA-181,ST617,Netherlands
blaOXA-181,ST617,Netherlands
blaOXA-244,ST617,Slovenia
blaOXA-244,ST617,Slovenia
blaOXA-48,ST617,Spain
blaOXA-48,ST617,Spain
blaOXA-181,ST617,Canada
blaOXA-181,ST617,Canada
blaOXA-181,ST617,Canada
blaOXA-181,ST617,Canada
blaOXA-232,ST617,Canada
blaOXA-181,ST617,USA
blaOXA-181,ST617,USA
blaOXA-484,ST617,USA
blaOXA-484,ST617,USA
blaOXA-181,ST617,New Zealand
blaOXA-181,ST617,New Zealand
blaOXA-181,ST617,New Zealand
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,Others
blaOXA-244,Other STs,United Kingdom
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-244,Other STs,USA
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Slovenia
blaOXA-181,Other STs,Canada
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,New Zealand
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Spain
blaOXA-232,ST648,Norway
blaOXA-48,ST648,Norway
blaOXA-181,ST648,Norway
blaOXA-48,ST648,United Kingdom
blaOXA-48,ST648,Netherlands
blaOXA-48,ST648,Netherlands
blaOXA-48,ST648,Australia
blaOXA-48,ST648,Australia
blaOXA-244,ST648,USA
blaOXA-181,ST648,Switzerland
blaOXA-244,ST648,Lebanon
blaOXA-244,ST648,Lebanon
blaOXA-244,ST648,Lebanon
blaOXA-244,ST648,Others
blaOXA-232,ST648,India
blaOXA-48,ST648,Spain
blaOXA-48,ST648,Spain
blaOXA-48,ST648,Spain
blaOXA-48,ST648,Qatar
blaOXA-244,ST648,Qatar
blaOXA-48,ST648,USA
blaOXA-48,ST648,Others
blaOXA-48,ST648,Others
blaOXA-181,ST648,USA
blaOXA-48,ST648,Germany
blaOXA-48,ST648,USA
blaOXA-181,ST648,Australia
blaOXA-48,ST648,Australia
blaOXA-181,ST648,USA
blaOXA-48,ST648,Others
blaOXA-244,ST648,Others
blaOXA-181,ST648,Germany
blaOXA-48,ST648,USA
blaOXA-232,ST648,United Kingdom
blaOXA-181,ST648,United Kingdom
blaOXA-181,ST648,USA
blaOXA-181,ST648,Switzerland
blaOXA-48,ST648,Switzerland
blaOXA-48,ST648,Switzerland
blaOXA-48,ST648,Spain
blaOXA-244,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-181,ST648,USA
blaOXA-181,ST648,Others
blaOXA-181,ST648,Others
blaOXA-48,ST648,Others
blaOXA-181,ST648,Others
blaOXA-48,ST648,Netherlands
blaOXA-48,ST648,Spain
blaOXA-48,ST648,Others
blaOXA-181,ST648,Canada
blaOXA-181,ST648,USA
blaOXA-181,ST648,USA
blaOXA-181,ST648,USA
blaOXA-244,ST648,USA
blaOXA-244,ST648,USA
blaOXA-244,ST648,USA
blaOXA-244,ST648,USA
blaOXA-244,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-48,ST648,USA
blaOXA-181,ST648,Australia
blaOXA-48,ST648,Australia
blaOXA-181,ST648,New Zealand
blaOXA-181,ST648,New Zealand
blaOXA-232,ST648,New Zealand
blaOXA-232,ST648,New Zealand
blaOXA-48,ST648,New Zealand
blaOXA-181,Other STs,Switzerland
blaOXA-181,Other STs,Switzerland
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Others
blaOXA-181,Other STs,Canada
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,Australia
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Switzerland
blaOXA-232,Other STs,USA
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,ST940,Norway
blaOXA-181,ST940,Norway
blaOXA-181,ST940,Norway
blaOXA-181,ST940,Lebanon
blaOXA-48,ST940,USA
blaOXA-181,ST940,Switzerland
blaOXA-181,ST940,Switzerland
blaOXA-181,ST940,Germany
blaOXA-181,ST940,Others
blaOXA-48,ST940,Netherlands
blaOXA-181,ST940,Lebanon
blaOXA-181,ST940,Lebanon
blaOXA-181,ST940,Lebanon
blaOXA-181,ST940,Australia
blaOXA-181,ST940,Australia
blaOXA-181,ST940,Others
blaOXA-48,ST940,USA
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,United Kingdom
blaOXA-181,ST940,Others
blaOXA-181,ST940,Others
blaOXA-232,ST940,Canada
blaOXA-232,ST940,USA
blaOXA-181,ST940,USA
blaOXA-181,ST940,USA
blaOXA-48,ST940,USA
blaOXA-232,ST940,USA
blaOXA-181,ST940,Others
blaOXA-181,ST940,Others
blaOXA-181,ST940,Others
blaOXA-181,ST940,Others
blaOXA-181,ST940,Lebanon
blaOXA-181,ST940,Germany
blaOXA-181,ST940,Germany
blaOXA-181,ST940,Slovenia
blaOXA-181,ST940,Canada
blaOXA-181,ST940,USA
blaOXA-181,ST940,USA
blaOXA-181,ST940,USA
blaOXA-181,ST940,USA
blaOXA-181,ST940,USA
blaOXA-232,ST940,USA
blaOXA-232,ST940,USA
blaOXA-181,ST940,New Zealand
blaOXA-181,ST940,New Zealand
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-163,Other STs,Spain
blaOXA-48,Other STs,New Zealand
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,United Kingdom
blaOXA-244,Other STs,Norway
blaOXA-48,Other STs,Spain
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,Canada
blaOXA-181,Other STs,Canada
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Singapore
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-181,ST1284,Norway
blaOXA-181,ST1284,Norway
blaOXA-181,ST1284,Canada
blaOXA-48,ST1284,Germany
blaOXA-181,ST1284,Switzerland
blaOXA-48,ST1284,Germany
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,Others
blaOXA-181,ST1284,United Kingdom
blaOXA-181,ST1284,United Kingdom
blaOXA-181,ST1284,United Kingdom
blaOXA-181,ST1284,United Kingdom
blaOXA-181,ST1284,United Kingdom
blaOXA-244,ST1284,Others
blaOXA-244,ST1284,Others
blaOXA-48,Other STs,Singapore
blaOXA-48,Other STs,Singapore
blaOXA-244,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Others
blaOXA-181,Other STs,Qatar
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Qatar
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Germany
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,Germany
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Slovenia
blaOXA-181,Other STs,Netherlands
blaOXA-244,ST1722,Others
blaOXA-48,ST1722,Spain
blaOXA-244,ST1722,USA
blaOXA-244,ST1722,Germany
blaOXA-244,ST1722,Netherlands
blaOXA-244,ST1722,Lebanon
blaOXA-48,ST1722,Australia
blaOXA-48,ST1722,USA
blaOXA-244,ST1722,Others
blaOXA-244,ST1722,United Kingdom
blaOXA-48,ST1722,United Kingdom
blaOXA-48,ST1722,United Kingdom
blaOXA-48,ST1722,United Kingdom
blaOXA-48,ST1722,USA
blaOXA-48,ST1722,United Kingdom
blaOXA-48,ST1722,USA
blaOXA-244,ST1722,USA
blaOXA-484,ST1722,Spain
blaOXA-244,ST1722,Canada
blaOXA-484,ST1722,Canada
blaOXA-181,ST1722,USA
blaOXA-181,ST1722,USA
blaOXA-181,ST1722,USA
blaOXA-244,ST1722,USA
blaOXA-244,ST1722,USA
blaOXA-48,ST1722,USA
blaOXA-48,ST1722,USA
blaOXA-48,ST1722,USA
blaOXA-484,ST1722,USA
blaOXA-484,ST1722,USA
blaOXA-48,ST1722,New Zealand
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Singapore
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Singapore
blaOXA-48,Other STs,Singapore
blaOXA-48,Other STs,Singapore
blaOXA-48,Other STs,Singapore
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,United Kingdom
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Norway
blaOXA-232,Other STs,Australia
blaOXA-232,Other STs,United Kingdom
blaOXA-232,Other STs,United Kingdom
blaOXA-232,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-244,Other STs,Poland
blaOXA-244,Other STs,United Kingdom
blaOXA-48,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,Qatar
blaOXA-244,Other STs,Poland
blaOXA-244,Other STs,Slovenia
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,New Zealand
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-232,Other STs,Others
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Netherlands
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Norway
blaOXA-232,Other STs,Others
blaOXA-181,Other STs,Germany
blaOXA-232,Other STs,India
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Canada
blaOXA-484,Other STs,Netherlands
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,New Zealand
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,Canada
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,Germany
blaOXA-48,Other STs,Singapore
blaOXA-181,Other STs,United Kingdom
blaOXA-48,Other STs,Singapore
blaOXA-48,Other STs,Singapore
blaOXA-181,Other STs,Germany
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-181,Other STs,United Kingdom
blaOXA-244,Other STs,Qatar
blaOXA-244,Other STs,United Kingdom
blaOXA-244,Other STs,United Kingdom
blaOXA-244,Other STs,United Kingdom
blaOXA-244,Other STs,Germany
blaOXA-181,Other STs,Canada
blaOXA-244,Other STs,Germany
blaOXA-244,Other STs,Germany
blaOXA-244,Other STs,Poland
blaOXA-244,Other STs,Slovenia
blaOXA-244,Other STs,New Zealand
blaOXA-181,Other STs,Others
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Slovenia
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,Spain
blaOXA-232,Other STs,India
blaOXA-48,Other STs,Australia
blaOXA-181,Other STs,India
blaOXA-244,Other STs,Netherlands
blaOXA-244,Other STs,Others
blaOXA-162,Other STs,Others
blaOXA-162,Other STs,United Kingdom
blaOXA-162,Other STs,United Kingdom
blaOXA-162,Other STs,Others
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-48,Other STs,United Kingdom
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,Others
blaOXA-181,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,USA
blaOXA-244,Other STs,United Kingdom
blaOXA-244,Other STs,Germany
blaOXA-244,Other STs,Netherlands
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,USA
blaOXA-244,Other STs,Canada
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Norway
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Others
blaOXA-181,Other STs,Singapore
blaOXA-162,Other STs,Spain
blaOXA-162,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,Canada
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,New Zealand
blaOXA-181,Other STs,United Kingdom
blaOXA-232,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Norway
blaOXA-181,Other STs,India
blaOXA-181,Other STs,Qatar
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,United Kingdom
blaOXA-181,Other STs,Germany
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,Australia
blaOXA-48,Other STs,Others
blaOXA-484,Other STs,India
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,Canada
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-484,Other STs,USA
blaOXA-484,Other STs,USA
blaOXA-181,Other STs,Australia
blaOXA-181,Other STs,New Zealand
blaOXA-181,Other STs,New Zealand
blaOXA-181,Other STs,New Zealand
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,Australia
blaOXA-181,Other STs,New Zealand
blaOXA-48,Other STs,Canada
blaOXA-48,Other STs,Lebanon
blaOXA-244,Other STs,Germany
blaOXA-48,Other STs,Singapore
blaOXA-48,Other STs,Singapore
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,Australia
blaOXA-48,Other STs,Spain
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Spain
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Others
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Others
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,Netherlands
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,USA
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Australia
blaOXA-48,Other STs,Australia
blaOXA-181,Other STs,Others
blaOXA-181,Other STs,USA
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,Norway
blaOXA-48,Other STs,Switzerland
blaOXA-48,Other STs,Switzerland
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-181,Other STs,USA
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,Netherlands
blaOXA-244,Other STs,Netherlands
blaOXA-244,Other STs,Netherlands
blaOXA-244,Other STs,Poland
blaOXA-244,Other STs,Slovenia
blaOXA-244,Other STs,Spain
blaOXA-244,Other STs,Others
blaOXA-244,Other STs,USA
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Other STs,United Kingdom
blaOXA-48,Unknown,Switzerland
blaOXA-48,Unknown,Spain
blaOXA-181,Unknown,United Kingdom
blaOXA-181,Unknown,Canada
blaOXA-181,Unknown,Canada
blaOXA-181,Unknown,India
blaOXA-48,Unknown,Australia
blaOXA-244,Unknown,Germany
blaOXA-181,Unknown,India
blaOXA-204,Unknown,Germany
blaOXA-244,Unknown,Germany
blaOXA-244,Unknown,Qatar
blaOXA-48,Unknown,Others
blaOXA-181,Unknown,United Kingdom
blaOXA-244,Unknown,United Kingdom
blaOXA-48,Unknown,United Kingdom
blaOXA-48,Unknown,United Kingdom
blaOXA-244,Unknown,United Kingdom
blaOXA-48,Unknown,United Kingdom
blaOXA-48,Unknown,United Kingdom
blaOXA-181,Unknown,United Kingdom
blaOXA-48,Unknown,United Kingdom
blaOXA-244,Unknown,United Kingdom
blaOXA-48,Unknown,United Kingdom
blaOXA-181,Unknown,United Kingdom
blaOXA-181,Unknown,United Kingdom
blaOXA-232,Unknown,Others
blaOXA-244,Unknown,Others
blaOXA-244,Unknown,Others
blaOXA-244,Unknown,USA
blaOXA-48,Unknown,United Kingdom
blaOXA-181,Unknown,United Kingdom
blaOXA-48,Unknown,United Kingdom
blaOXA-181,Unknown,Canada
blaOXA-181,Unknown,Canada
blaOXA-48,Unknown,USA
blaOXA-181,Unknown,India
blaOXA-181,Unknown,India
blaOXA-181,Unknown,USA
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-48,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Germany
blaOXA-181,Unknown,Others
blaOXA-181,Unknown,Others
blaOXA-181,Unknown,India
blaOXA-181,Unknown,India
blaOXA-244,Unknown,Others
blaOXA-48,Unknown,Others
blaOXA-48,Unknown,Others
blaOXA-244,Unknown,Lebanon
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-181,Unknown,Singapore
blaOXA-48,Unknown,Singapore
blaOXA-48,Unknown,Singapore
blaOXA-48,Unknown,Singapore
blaOXA-48,Unknown,Germany
blaOXA-48,Unknown,Netherlands
blaOXA-48,Unknown,Netherlands
blaOXA-48,Unknown,Netherlands
